subset,role,wid,pid,raw_frames,silent_fraction,n_nonfinite
coveranalysis,train,W_136486,P_305954,12184,0.0215,0
coveranalysis,train,W_125129,P_305975,14645,0.00376,0
coveranalysis,train,W_136489,P_305992,14220,0.0244,0
coveranalysis,train,W_71466,P_306188,11205,0.00473,0
coveranalysis,train,W_136574,P_306671,20559,0.01094,0
coveranalysis,train,W_136574,P_306672,20363,0.01562,0
coveranalysis,train,W_30687,P_30687,21680,0.00217,0
coveranalysis,train,W_133503,P_306962,14330,0.00167,0
coveranalysis,train,W_136617,P_307070,16514,0.01574,0
coveranalysis,train,W_136617,P_307074,16746,0.00024,0
coveranalysis,train,W_136620,P_307124,17689,0.04166,0
coveranalysis,train,W_136620,P_307125,16905,0.01041,0
coveranalysis,train,W_114307,P_307186,17943,0.00351,0
coveranalysis,train,W_121582,P_307188,19036,0.01014,0
coveranalysis,train,W_54231,P_307189,16907,0.00319,0
coveranalysis,train,W_115905,P_307330,21969,0.00077,0
coveranalysis,train,W_136635,P_307342,24121,0.00025,0
coveranalysis,train,W_129147,P_307554,28397,0.04965,0
coveranalysis,train,W_49270,P_307569,20481,0.00044,0
coveranalysis,train,W_114596,P_307608,21925,0.03211,0
coveranalysis,train,W_136678,P_307632,17664,0.00017,0
coveranalysis,train,W_136678,P_307633,14709,0.01367,0
coveranalysis,train,W_117968,P_307674,20871,0.0011,0
coveranalysis,train,W_136725,P_307813,11883,0.00093,0
coveranalysis,train,W_136725,P_307815,13562,0.00015,0
coveranalysis,train,W_124425,P_307828,14545,0.03396,0
coveranalysis,train,W_136720,P_307831,15899,0.00277,0
coveranalysis,train,W_30274,P_307877,19691,0.00899,0
coveranalysis,train,W_136746,P_307940,13270,0.00211,0
coveranalysis,train,W_136746,P_307941,19210,0.0,0
coveranalysis,train,W_120259,P_308060,16563,0.00018,0
coveranalysis,train,W_136720,P_308116,17595,0.00591,0
coveranalysis,train,W_30820,P_30820,25202,0.00024,0
coveranalysis,train,W_30820,P_30821,17481,0.0,0
coveranalysis,train,W_136782,P_308273,13493,0.04491,0
coveranalysis,train,W_136782,P_308274,14121,0.0114,0
coveranalysis,train,W_30832,P_30833,24054,0.02469,0
coveranalysis,train,W_112623,P_308366,14011,0.00707,0
coveranalysis,train,W_136787,P_308374,27958,0.0,0
coveranalysis,train,W_136787,P_308387,17417,0.00947,0
coveranalysis,train,W_136811,P_308485,14731,0.0,0
coveranalysis,train,W_136838,P_308715,13401,0.00164,0
coveranalysis,train,W_136811,P_308846,15334,0.00359,0
coveranalysis,train,W_136875,P_308985,13789,0.04243,0
coveranalysis,train,W_136875,P_308987,14342,0.00021,0
coveranalysis,train,W_136879,P_309030,16031,0.03063,0
coveranalysis,train,W_136879,P_309032,20181,0.00441,0
coveranalysis,train,W_136881,P_309067,16266,0.00277,0
coveranalysis,train,W_136881,P_309068,14832,0.02157,0
coveranalysis,train,W_136897,P_309186,16397,0.02055,0
coveranalysis,train,W_136910,P_309214,21145,0.0,0
coveranalysis,train,W_136910,P_309217,23115,0.00385,0
coveranalysis,train,W_136934,P_309268,19861,0.01631,0
coveranalysis,train,W_136934,P_309269,20341,0.04882,0
coveranalysis,train,W_136938,P_309308,30851,0.00532,0
coveranalysis,train,W_105766,P_309321,17233,0.04149,0
coveranalysis,train,W_136974,P_309485,18475,0.00769,0
coveranalysis,train,W_136974,P_309488,29374,0.0,0
coveranalysis,train,W_10770,P_309604,16354,0.00813,0
coveranalysis,train,W_137007,P_309844,12363,0.0,0
coveranalysis,train,W_137011,P_309890,11653,0.01287,0
coveranalysis,train,W_137011,P_309891,11429,0.0,0
coveranalysis,train,W_137043,P_310102,18090,0.01282,0
coveranalysis,train,W_137007,P_310176,17003,0.00941,0
coveranalysis,train,W_137071,P_310269,13333,0.0,0
coveranalysis,train,W_114002,P_310276,12841,0.0,0
coveranalysis,train,W_137102,P_310493,15077,0.04643,0
coveranalysis,train,W_137102,P_310505,15157,0.01135,0
coveranalysis,train,W_137129,P_310613,18983,0.05284,0
coveranalysis,train,W_137129,P_310616,20705,0.0013,0
coveranalysis,train,W_27972,P_310638,18821,0.0,0
coveranalysis,train,W_32455,P_31066,14659,0.01528,0
coveranalysis,train,W_137154,P_310727,21537,0.05781,0
coveranalysis,train,W_137154,P_310734,19385,0.0048,0
coveranalysis,train,W_134418,P_311317,20278,0.0,0
coveranalysis,train,W_137243,P_311460,14194,0.00254,0
coveranalysis,train,W_137243,P_311471,11203,0.01071,0
coveranalysis,train,W_137274,P_311768,25584,0.00293,0
coveranalysis,train,W_137295,P_311894,19372,0.00031,0
coveranalysis,train,W_136635,P_312238,22228,0.0,0
coveranalysis,train,W_137343,P_312251,24863,0.01134,0
coveranalysis,train,W_137343,P_312252,32217,0.00062,0
coveranalysis,train,W_135735,P_312267,18777,0.06369,0
coveranalysis,train,W_118818,P_312285,13631,0.008,0
coveranalysis,train,W_98353,P_312364,20158,0.04192,0
coveranalysis,train,W_137367,P_312378,19698,0.00371,0
coveranalysis,train,W_137367,P_312382,20099,0.0,0
coveranalysis,train,W_48985,P_312413,16368,0.07368,0
coveranalysis,train,W_137376,P_312431,21363,0.01315,0
coveranalysis,train,W_131033,P_312479,22595,0.0,0
coveranalysis,train,W_2486,P_312480,11733,0.0,0
coveranalysis,train,W_137378,P_312484,19066,0.0,0
coveranalysis,train,W_137407,P_312720,34921,0.0,0
coveranalysis,train,W_137319,P_312734,23544,0.009,0
coveranalysis,train,W_137412,P_312747,21267,0.011,0
coveranalysis,train,W_4808,P_312947,14174,0.00226,0
coveranalysis,train,W_137436,P_313076,25521,0.03244,0
coveranalysis,train,W_137436,P_313077,21872,0.00677,0
coveranalysis,train,W_92346,P_313209,18766,0.0033,0
coveranalysis,train,W_17925,P_313221,14749,0.01254,0
coveranalysis,train,W_27154,P_313562,24086,0.00839,0
coveranalysis,train,W_114218,P_313566,21368,0.00417,0
coveranalysis,train,W_31395,P_31397,16598,0.01958,0
coveranalysis,train,W_137571,P_313993,11174,0.00036,0
coveranalysis,train,W_137571,P_313994,11140,0.00341,0
coveranalysis,train,W_31404,P_31405,17924,0.01579,0
coveranalysis,train,W_137610,P_314168,14525,0.00248,0
coveranalysis,train,W_137610,P_314177,13086,0.00122,0
coveranalysis,train,W_127732,P_314225,16791,0.0,0
coveranalysis,train,W_137043,P_314638,18607,0.05525,0
coveranalysis,train,W_31468,P_31466,14534,0.01823,0
coveranalysis,train,W_31468,P_31468,12570,0.00573,0
coveranalysis,train,W_137667,P_314752,25745,0.00194,0
coveranalysis,train,W_137667,P_314753,26879,0.03471,0
coveranalysis,train,W_137670,P_314773,11463,0.03228,0
coveranalysis,train,W_137677,P_314826,32560,0.01093,0
coveranalysis,train,W_137686,P_314849,14307,0.0,0
coveranalysis,train,W_137686,P_314850,18033,0.0325,0
coveranalysis,train,W_81451,P_314883,19718,0.0,0
coveranalysis,train,W_74044,P_314903,15510,6e-05,0
coveranalysis,train,W_137709,P_314976,20997,0.02486,0
coveranalysis,train,W_40437,P_314979,17627,0.00023,0
coveranalysis,train,W_137720,P_315034,16381,0.0254,0
coveranalysis,train,W_121684,P_315049,15680,0.00045,0
coveranalysis,train,W_137728,P_315092,18145,0.08862,0
coveranalysis,train,W_137728,P_315093,14605,0.01143,0
coveranalysis,train,W_50596,P_315148,24593,0.00712,0
coveranalysis,train,W_70414,P_315149,32464,0.0,0
coveranalysis,train,W_133829,P_315320,33086,0.01753,0
coveranalysis,train,W_137814,P_315795,18097,0.01569,0
coveranalysis,train,W_137814,P_315796,17792,0.06042,0
coveranalysis,train,W_137873,P_316133,18083,0.0,0
coveranalysis,train,W_137881,P_316163,16281,0.01523,0
coveranalysis,train,W_2917,P_316218,14539,0.00179,0
coveranalysis,train,W_59975,P_316234,13550,0.01476,0
coveranalysis,train,W_8763,P_31629,27591,0.00174,0
coveranalysis,train,W_48770,P_316290,13327,0.02221,0
coveranalysis,train,W_137907,P_316331,15458,0.01695,0
coveranalysis,train,W_137907,P_316332,13846,0.00029,0
coveranalysis,train,W_137935,P_316490,18680,0.0394,0
coveranalysis,train,W_137935,P_316491,24403,0.0,0
coveranalysis,train,W_137958,P_316681,13985,0.03926,0
coveranalysis,train,W_137958,P_316760,14031,0.00563,0
coveranalysis,train,W_138003,P_316911,11468,0.0,0
coveranalysis,train,W_138003,P_316912,18779,0.00016,0
coveranalysis,train,W_138025,P_317033,16344,0.00135,0
coveranalysis,train,W_138063,P_317269,15994,0.007,0
coveranalysis,train,W_138063,P_317270,15561,0.01491,0
coveranalysis,train,W_138065,P_317275,15456,0.03494,0
coveranalysis,train,W_138017,P_317360,17131,0.01074,0
coveranalysis,train,W_138084,P_317417,12369,0.00469,0
coveranalysis,train,W_138094,P_317487,14226,0.00605,0
coveranalysis,train,W_138094,P_317493,13785,0.0119,0
coveranalysis,train,W_31755,P_31755,19609,0.01061,0
coveranalysis,train,W_138107,P_317566,15179,0.0002,0
coveranalysis,train,W_138105,P_317577,12582,0.00874,0
coveranalysis,train,W_138118,P_317591,17483,0.00669,0
coveranalysis,train,W_138125,P_317623,19514,0.0,0
coveranalysis,train,W_138126,P_317624,25003,0.0002,0
coveranalysis,train,W_138152,P_317803,18124,0.01319,0
coveranalysis,train,W_138152,P_317804,14595,0.00027,0
coveranalysis,train,W_8352,P_31784,10334,0.00232,0
coveranalysis,train,W_138158,P_317852,14285,0.00231,0
coveranalysis,train,W_138158,P_317856,21270,0.00014,0
coveranalysis,train,W_78498,P_317917,13130,0.0,0
coveranalysis,train,W_113119,P_318046,15157,0.0,0
coveranalysis,train,W_49335,P_318289,30537,0.0056,0
coveranalysis,train,W_27851,P_318338,10707,0.00065,0
coveranalysis,train,W_31836,P_31837,19813,0.00015,0
coveranalysis,train,W_128818,P_318446,20507,0.00341,0
coveranalysis,train,W_112476,P_318612,16781,0.02568,0
coveranalysis,train,W_33896,P_318879,34237,0.00348,0
coveranalysis,train,W_1777,P_31900,15754,0.0099,0
coveranalysis,train,W_197,P_31911,22989,0.00792,0
coveranalysis,train,W_138242,P_319247,28462,0.02263,0
coveranalysis,train,W_138299,P_319253,12581,0.00246,0
coveranalysis,train,W_138242,P_319255,16233,0.0,0
coveranalysis,train,W_138299,P_319268,16274,0.01137,0
coveranalysis,train,W_138326,P_319401,13725,0.00102,0
coveranalysis,train,W_138326,P_319403,15807,0.03404,0
coveranalysis,train,W_138322,P_319416,20082,0.00837,0
coveranalysis,train,W_138322,P_319419,22809,0.00758,0
coveranalysis,train,W_31949,P_31955,15538,0.00232,0
coveranalysis,train,W_37827,P_319638,19131,0.05326,0
coveranalysis,train,W_4670,P_319641,18470,0.0078,0
coveranalysis,train,W_138358,P_319723,22855,0.00346,0
coveranalysis,train,W_31989,P_31990,19921,0.00868,0
coveranalysis,train,W_138389,P_319917,23251,0.0,0
coveranalysis,train,W_138389,P_319923,11644,0.01391,0
coveranalysis,train,W_138397,P_319930,22442,0.00334,0
coveranalysis,train,W_138397,P_319931,21458,0.00885,0
coveranalysis,train,W_138406,P_319973,12545,0.00311,0
coveranalysis,train,W_124329,P_320030,14102,0.00028,0
coveranalysis,train,W_122649,P_320321,26022,0.00219,0
coveranalysis,train,W_138494,P_320569,14823,0.00013,0
coveranalysis,train,W_138494,P_320643,12113,0.0251,0
coveranalysis,train,W_138562,P_321172,35697,0.02278,0
coveranalysis,train,W_138575,P_321252,13405,0.0,0
coveranalysis,train,W_138575,P_321253,12765,0.01175,0
coveranalysis,train,W_138562,P_321274,30059,0.0,0
coveranalysis,train,W_138588,P_321320,27861,0.00093,0
coveranalysis,train,W_138588,P_321325,29214,0.00904,0
coveranalysis,train,W_138614,P_321447,14999,0.0324,0
coveranalysis,train,W_138631,P_321521,16143,0.0,0
coveranalysis,train,W_138631,P_321526,19677,0.00046,0
coveranalysis,train,W_138663,P_321614,17246,0.02169,0
coveranalysis,train,W_138663,P_321615,16374,0.00024,0
coveranalysis,train,W_138684,P_321684,11666,0.02494,0
coveranalysis,train,W_138684,P_321685,11173,0.04162,0
coveranalysis,train,W_32172,P_32172,27105,0.00631,0
coveranalysis,train,W_32172,P_32174,23112,0.00043,0
coveranalysis,train,W_138704,P_321811,15816,0.09219,0
coveranalysis,train,W_138704,P_321812,14106,0.00035,0
coveranalysis,train,W_138715,P_321868,15326,0.04072,0
coveranalysis,train,W_138715,P_321869,13316,0.01555,0
coveranalysis,train,W_138729,P_321938,16323,0.00025,0
coveranalysis,train,W_138729,P_321939,18108,0.06715,0
coveranalysis,train,W_138782,P_322302,13038,0.01825,0
coveranalysis,train,W_138796,P_322338,38799,0.00062,0
coveranalysis,train,W_138780,P_322362,22621,0.00455,0
coveranalysis,train,W_102852,P_322468,13009,0.0,0
coveranalysis,train,W_23607,P_322472,12680,0.00386,0
coveranalysis,train,W_14025,P_322500,13323,0.01741,0
coveranalysis,train,W_138840,P_322695,21401,0.00364,0
coveranalysis,train,W_138840,P_322696,19145,0.00104,0
coveranalysis,train,W_12990,P_322759,20807,0.00024,0
coveranalysis,train,W_138868,P_322935,11037,0.001,0
coveranalysis,train,W_138868,P_322939,13378,0.01697,0
coveranalysis,train,W_138880,P_322983,16633,0.0,0
coveranalysis,train,W_138880,P_322984,17412,0.00017,0
coveranalysis,train,W_138907,P_323059,19142,0.00104,0
coveranalysis,train,W_138912,P_323069,19466,0.01402,0
coveranalysis,train,W_138924,P_323194,26489,0.00011,0
coveranalysis,train,W_138924,P_323196,19321,0.00285,0
coveranalysis,train,W_3232,P_3232,19299,0.12343,0
coveranalysis,train,W_2084,P_323202,13712,0.00335,0
coveranalysis,train,W_3232,P_3233,16976,0.00106,0
coveranalysis,train,W_32335,P_32336,39189,0.00528,0
coveranalysis,train,W_132777,P_323385,32789,0.00589,0
coveranalysis,train,W_135212,P_323483,16576,0.0,0
coveranalysis,train,W_10665,P_32351,14003,0.0,0
coveranalysis,train,W_138993,P_323653,22584,0.0143,0
coveranalysis,train,W_138993,P_323667,20485,0.0,0
coveranalysis,train,W_80999,P_323670,17708,0.00215,0
coveranalysis,train,W_139017,P_323718,21809,0.00225,0
coveranalysis,train,W_31949,P_323946,11634,0.00026,0
coveranalysis,train,W_124649,P_323962,14473,0.0,0
coveranalysis,train,W_139051,P_323983,17054,0.00223,0
coveranalysis,train,W_139051,P_324008,17991,0.02651,0
coveranalysis,train,W_139083,P_324311,15826,0.01081,0
coveranalysis,train,W_132450,P_324322,12324,0.00998,0
coveranalysis,train,W_32433,P_32434,23042,0.00239,0
coveranalysis,train,W_139099,P_324490,14878,0.0035,0
coveranalysis,train,W_32455,P_32455,12898,0.01155,0
coveranalysis,train,W_96429,P_324843,13205,0.00825,0
coveranalysis,train,W_3249,P_3249,19233,0.01399,0
coveranalysis,train,W_75690,P_324949,18085,0.02035,0
coveranalysis,train,W_139141,P_324985,12910,0.00062,0
coveranalysis,train,W_12947,P_32517,28343,0.0,0
coveranalysis,train,W_139157,P_325206,21845,5e-05,0
coveranalysis,train,W_139157,P_325209,15706,0.01031,0
coveranalysis,train,W_97394,P_325237,12708,0.00299,0
coveranalysis,train,W_90231,P_325284,24611,0.0,0
coveranalysis,train,W_118262,P_325748,16374,0.03145,0
coveranalysis,train,W_139197,P_325776,14397,0.04265,0
coveranalysis,train,W_139197,P_325795,14445,0.02001,0
coveranalysis,train,W_42835,P_325862,13568,0.00265,0
coveranalysis,train,W_133599,P_325952,10437,0.00738,0
coveranalysis,train,W_139224,P_326002,29721,0.00091,0
coveranalysis,train,W_139224,P_326004,32737,0.00987,0
coveranalysis,train,W_139227,P_326011,11458,0.00017,0
coveranalysis,train,W_139227,P_326012,10343,0.00783,0
coveranalysis,train,W_32602,P_32602,11894,0.01211,0
coveranalysis,train,W_133599,P_326073,15080,0.03077,0
coveranalysis,train,W_32608,P_32608,27749,0.0,0
coveranalysis,train,W_32608,P_32609,15926,0.01017,0
coveranalysis,train,W_139245,P_326330,10747,0.02401,0
coveranalysis,train,W_138990,P_326400,26209,0.02217,0
coveranalysis,train,W_139255,P_326455,21737,0.00915,0
coveranalysis,train,W_139299,P_326615,12422,0.02238,0
coveranalysis,train,W_123849,P_326733,11546,0.01109,0
coveranalysis,train,W_32685,P_32685,32533,0.01359,0
coveranalysis,train,W_32685,P_32686,11904,0.01378,0
coveranalysis,train,W_136106,P_326875,17144,0.00076,0
coveranalysis,train,W_32689,P_32689,20770,0.0131,0
coveranalysis,train,W_1147,P_326896,28426,0.00668,0
coveranalysis,train,W_28060,P_327008,20372,0.00113,0
coveranalysis,train,W_81451,P_327042,26530,8e-05,0
coveranalysis,train,W_21985,P_32721,27339,0.0026,0
coveranalysis,train,W_139345,P_327232,19725,0.06286,0
coveranalysis,train,W_139346,P_327235,39273,0.00041,0
coveranalysis,train,W_8915,P_32730,36611,0.00893,0
coveranalysis,train,W_138105,P_327309,15360,0.01953,0
coveranalysis,train,W_139380,P_327433,16679,0.00444,0
coveranalysis,train,W_32746,P_32746,12928,0.01601,0
coveranalysis,train,W_112235,P_327658,11633,0.0,0
coveranalysis,train,W_139401,P_327711,18607,5e-05,0
coveranalysis,train,W_139401,P_327712,15309,0.00803,0
coveranalysis,train,W_92047,P_327841,11773,0.0175,0
coveranalysis,train,W_62809,P_327865,18605,0.00038,0
coveranalysis,train,W_131795,P_327912,18320,0.0006,0
coveranalysis,train,W_32784,P_32799,10902,0.02339,0
coveranalysis,train,W_14025,P_328114,15639,0.01528,0
coveranalysis,train,W_139477,P_328642,15693,0.03626,0
coveranalysis,train,W_139477,P_328644,14797,0.01223,0
coveranalysis,train,W_57296,P_328766,27046,0.00163,0
coveranalysis,train,W_139513,P_328884,15167,0.00191,0
coveranalysis,train,W_139513,P_328886,14405,0.04339,0
coveranalysis,train,W_135769,P_329017,17537,0.00023,0
coveranalysis,train,W_91909,P_329070,12455,0.02882,0
coveranalysis,train,W_139543,P_329097,10993,0.01492,0
coveranalysis,train,W_139543,P_329098,15115,0.01065,0
coveranalysis,train,W_139545,P_329143,14246,0.03854,0
coveranalysis,train,W_139545,P_329147,14653,0.04613,0
coveranalysis,train,W_129875,P_329229,20505,0.0001,0
coveranalysis,train,W_139552,P_329268,15298,0.02419,0
coveranalysis,train,W_139555,P_329307,21879,0.00407,0
coveranalysis,train,W_139555,P_329309,19897,0.01312,0
coveranalysis,train,W_48182,P_329485,19789,0.00187,0
coveranalysis,train,W_139579,P_329497,17973,0.00028,0
coveranalysis,train,W_139579,P_329498,19300,0.01751,0
coveranalysis,train,W_139610,P_329830,22855,0.11656,0
coveranalysis,train,W_16106,P_329834,17495,6e-05,0
coveranalysis,train,W_40558,P_329948,15234,0.01313,0
coveranalysis,train,W_139666,P_330321,13133,0.00891,0
coveranalysis,train,W_139666,P_330323,11559,0.0,0
coveranalysis,train,W_139701,P_330569,24926,0.0,0
coveranalysis,train,W_139714,P_330638,14219,0.00021,0
coveranalysis,train,W_3819,P_33074,19770,0.0265,0
coveranalysis,train,W_139730,P_330799,19496,0.01282,0
coveranalysis,train,W_139731,P_330806,24737,0.00283,0
coveranalysis,train,W_139731,P_330807,25851,0.00209,0
coveranalysis,train,W_139733,P_330815,15928,0.02072,0
coveranalysis,train,W_139733,P_330818,15594,0.00353,0
coveranalysis,train,W_10181,P_330853,16657,0.00078,0
coveranalysis,train,W_13720,P_330860,13898,0.00086,0
coveranalysis,train,W_139741,P_330901,13571,0.0,0
coveranalysis,train,W_139741,P_330933,15898,0.0,0
coveranalysis,train,W_40777,P_331038,12757,0.00267,0
coveranalysis,train,W_139777,P_331363,16186,0.05412,0
coveranalysis,train,W_139777,P_331364,17362,0.00288,0
coveranalysis,train,W_139779,P_331375,11203,0.00384,0
coveranalysis,train,W_21929,P_331451,13988,0.0,0
coveranalysis,train,W_3315,P_3315,18884,0.00228,0
coveranalysis,train,W_7441,P_331527,20558,0.05497,0
coveranalysis,train,W_130463,P_331576,20263,0.00775,0
coveranalysis,train,W_57073,P_331577,27819,0.00345,0
coveranalysis,train,W_139820,P_331683,14248,0.11749,0
coveranalysis,train,W_139820,P_331686,20416,0.00397,0
coveranalysis,train,W_70385,P_331796,18376,0.0,0
coveranalysis,train,W_138590,P_331835,14298,0.0,0
coveranalysis,train,W_33184,P_33185,40490,0.00084,0
coveranalysis,train,W_139843,P_331898,18217,5e-05,0
coveranalysis,train,W_139855,P_331987,16832,0.00576,0
coveranalysis,train,W_139880,P_332068,12786,0.00141,0
coveranalysis,train,W_25809,P_332095,10347,0.06514,0
coveranalysis,train,W_2202,P_332234,18178,0.00369,0
coveranalysis,train,W_134164,P_332294,12937,0.02056,0
coveranalysis,train,W_139959,P_332352,14000,0.03043,0
coveranalysis,train,W_139779,P_332408,10872,0.00561,0
coveranalysis,train,W_139976,P_332419,11155,0.0,0
coveranalysis,train,W_38305,P_332530,16728,0.01453,0
coveranalysis,train,W_140026,P_332693,21839,0.04519,0
coveranalysis,train,W_140026,P_332696,21610,0.0,0
coveranalysis,train,W_140130,P_333177,13649,0.00418,0
coveranalysis,train,W_122259,P_333184,21793,9e-05,0
coveranalysis,train,W_140154,P_333305,13043,0.02062,0
coveranalysis,train,W_140154,P_333310,17143,0.02607,0
coveranalysis,train,W_140169,P_333474,17485,0.00961,0
coveranalysis,train,W_140169,P_333478,30169,0.0,0
coveranalysis,train,W_139017,P_333733,30647,3e-05,0
coveranalysis,train,W_121853,P_333760,16102,0.01472,0
coveranalysis,train,W_140225,P_333793,13621,0.02988,0
coveranalysis,train,W_140225,P_333795,17263,0.00927,0
coveranalysis,train,W_13048,P_333838,16499,0.00352,0
coveranalysis,train,W_140273,P_334178,15528,0.01217,0
coveranalysis,train,W_140273,P_334179,15151,0.01947,0
coveranalysis,train,W_73612,P_334375,18298,0.00907,0
coveranalysis,train,W_3345,P_3345,18788,0.00655,0
coveranalysis,train,W_84773,P_334512,23862,0.00771,0
coveranalysis,train,W_140301,P_334537,14089,0.01718,0
coveranalysis,train,W_140301,P_334544,14874,0.0004,0
coveranalysis,train,W_140298,P_334564,22127,0.0,0
coveranalysis,train,W_126787,P_334581,14132,0.00042,0
coveranalysis,train,W_127347,P_334628,17764,0.09362,0
coveranalysis,train,W_140315,P_334629,13874,0.01117,0
coveranalysis,train,W_126787,P_334695,15098,0.02318,0
coveranalysis,train,W_22026,P_334725,16675,0.0,0
coveranalysis,train,W_33483,P_33483,15085,0.00868,0
coveranalysis,train,W_6221,P_334893,25797,0.00225,0
coveranalysis,train,W_140374,P_335045,15507,0.0385,0
coveranalysis,train,W_140417,P_335153,12473,0.01171,0
coveranalysis,train,W_3315,P_335547,16888,0.01303,0
coveranalysis,train,W_33564,P_33564,23742,0.0251,0
coveranalysis,train,W_140468,P_335720,18781,0.02226,0
coveranalysis,train,W_140488,P_335878,10863,0.02614,0
coveranalysis,train,W_140488,P_335879,13385,0.01225,0
coveranalysis,train,W_78734,P_335884,28454,0.0006,0
coveranalysis,train,W_44949,P_336022,18349,0.00828,0
coveranalysis,train,W_50219,P_336140,18105,0.0042,0
coveranalysis,train,W_140570,P_336455,25017,0.0,0
coveranalysis,train,W_140576,P_336548,26952,0.03577,0
coveranalysis,train,W_140576,P_336549,25677,0.0185,0
coveranalysis,train,W_115013,P_336644,21320,0.00807,0
coveranalysis,train,W_140634,P_336766,31875,0.0,0
coveranalysis,train,W_140634,P_336767,24991,0.0,0
coveranalysis,train,W_140668,P_336967,19296,0.00446,0
coveranalysis,train,W_134067,P_336978,13355,0.02905,0
coveranalysis,train,W_140688,P_337064,18548,0.0,0
coveranalysis,train,W_140688,P_337066,24374,0.00468,0
coveranalysis,train,W_140691,P_337109,20086,0.0115,0
coveranalysis,train,W_140691,P_337110,15337,0.0,0
coveranalysis,train,W_140724,P_337300,15323,0.00268,0
coveranalysis,train,W_33731,P_33731,34231,0.09985,0
coveranalysis,train,W_36554,P_337438,14260,0.05126,0
coveranalysis,train,W_33750,P_33750,20086,0.01011,0
coveranalysis,train,W_140766,P_337700,26980,0.00815,0
coveranalysis,train,W_140766,P_337701,20365,0.00393,0
coveranalysis,train,W_132090,P_337853,15939,0.0,0
coveranalysis,train,W_140779,P_337870,11221,0.03476,0
coveranalysis,train,W_3378,P_3379,12669,0.00324,0
coveranalysis,train,W_140791,P_337936,14985,0.00861,0
coveranalysis,train,W_140803,P_338085,17734,0.02667,0
coveranalysis,train,W_140803,P_338087,17825,0.00802,0
coveranalysis,train,W_71338,P_338287,23701,0.01266,0
coveranalysis,train,W_71333,P_338289,26245,0.04066,0
coveranalysis,train,W_140827,P_338402,12781,0.00634,0
coveranalysis,train,W_140827,P_338403,14301,0.01433,0
coveranalysis,train,W_35399,P_338440,17528,0.00011,0
coveranalysis,train,W_3378,P_3385,28974,0.00017,0
coveranalysis,train,W_135893,P_338576,14426,0.01913,0
coveranalysis,train,W_140884,P_338581,27630,0.00156,0
coveranalysis,train,W_140884,P_338582,24606,0.00443,0
coveranalysis,train,W_29195,P_338686,19469,0.00123,0
coveranalysis,train,W_129821,P_338858,35015,0.00945,0
coveranalysis,train,W_33896,P_33896,18887,0.01387,0
coveranalysis,train,W_140966,P_339207,14170,0.00085,0
coveranalysis,train,W_140966,P_339209,14249,0.02126,0
coveranalysis,train,W_140970,P_339242,22126,0.0,0
coveranalysis,train,W_140985,P_339345,14444,0.01315,0
coveranalysis,train,W_140996,P_339410,21483,0.0,0
coveranalysis,train,W_140996,P_339413,17237,0.01764,0
coveranalysis,train,W_140970,P_339501,18856,0.00064,0
coveranalysis,train,W_141024,P_339595,12027,0.02661,0
coveranalysis,train,W_35453,P_339601,15248,0.02276,0
coveranalysis,train,W_141024,P_339605,20509,0.00332,0
coveranalysis,train,W_141032,P_339648,31781,0.01032,0
coveranalysis,train,W_141032,P_339649,29461,0.0039,0
coveranalysis,train,W_12376,P_339679,24124,0.00021,0
coveranalysis,train,W_141045,P_339706,16274,0.00172,0
coveranalysis,train,W_141061,P_339810,18130,0.03707,0
coveranalysis,train,W_141061,P_339812,18470,0.0,0
coveranalysis,train,W_128345,P_339951,22922,0.00711,0
coveranalysis,train,W_141070,P_340155,12706,0.00606,0
coveranalysis,train,W_141070,P_340156,13301,0.0,0
coveranalysis,train,W_121454,P_340346,23172,0.01882,0
coveranalysis,train,W_60460,P_340380,18430,0.00477,0
coveranalysis,train,W_141102,P_340499,11871,0.00261,0
coveranalysis,train,W_141102,P_340504,12895,0.03071,0
coveranalysis,train,W_115771,P_340517,18695,0.01792,0
coveranalysis,train,W_115779,P_340518,21290,0.00023,0
coveranalysis,train,W_14746,P_340577,16149,0.01238,0
coveranalysis,train,W_141150,P_340966,19817,0.01968,0
coveranalysis,train,W_141150,P_340967,13245,0.0,0
coveranalysis,train,W_132522,P_340980,12586,0.00087,0
coveranalysis,train,W_37083,P_341039,16719,0.01513,0
coveranalysis,train,W_141162,P_341072,18610,0.00897,0
coveranalysis,train,W_141162,P_341077,18307,0.01229,0
coveranalysis,train,W_141167,P_341091,23147,0.00367,0
coveranalysis,train,W_141167,P_341092,21768,0.00221,0
coveranalysis,train,W_141173,P_341144,22154,0.00014,0
coveranalysis,train,W_141178,P_341176,18180,0.00165,0
coveranalysis,train,W_141178,P_341189,25515,0.00035,0
coveranalysis,train,W_141180,P_341214,14176,0.0151,0
coveranalysis,train,W_141180,P_341217,13508,0.01088,0
coveranalysis,train,W_77193,P_341337,15386,0.01482,0
coveranalysis,train,W_141201,P_341361,18530,0.01824,0
coveranalysis,train,W_141201,P_341363,14375,0.02984,0
coveranalysis,train,W_34142,P_34144,11634,0.01083,0
coveranalysis,train,W_141225,P_341497,17133,0.00088,0
coveranalysis,train,W_141225,P_341498,13505,0.0154,0
coveranalysis,train,W_115082,P_341708,17961,0.02238,0
coveranalysis,train,W_19840,P_341715,14007,0.00293,0
coveranalysis,train,W_141254,P_341719,20166,0.0001,0
