query_pid,query_wid,n_rel,s1_rel_ranks,s1_first,s1_ap,s1_top1,cov_K5,hyb_first_K5,hyb_ap_K5,hyb_top1_K5,rr_first_K5,rr_ap_K5,hub_first_K5,hub_ap_K5,hub_top1_K5,cov_K10,hyb_first_K10,hyb_ap_K10,hyb_top1_K10,rr_first_K10,rr_ap_K10,hub_first_K10,hub_ap_K10,hub_top1_K10,cov_K20,hyb_first_K20,hyb_ap_K20,hyb_top1_K20,rr_first_K20,rr_ap_K20,hub_first_K20,hub_ap_K20,hub_top1_K20,cov_K30,hyb_first_K30,hyb_ap_K30,hyb_top1_K30,rr_first_K30,rr_ap_K30,hub_first_K30,hub_ap_K30,hub_top1_K30,cov_K50,hyb_first_K50,hyb_ap_K50,hyb_top1_K50,rr_first_K50,rr_ap_K50,hub_first_K50,hub_ap_K50,hub_top1_K50,cov_K100,hyb_first_K100,hyb_ap_K100,hyb_top1_K100,rr_first_K100,rr_ap_K100,hub_first_K100,hub_ap_K100,hub_top1_K100,cov_K200,hyb_first_K200,hyb_ap_K200,hyb_top1_K200,rr_first_K200,rr_ap_K200,hub_first_K200,hub_ap_K200,hub_top1_K200,cov_K500,hyb_first_K500,hyb_ap_K500,hyb_top1_K500,rr_first_K500,rr_ap_K500,hub_first_K500,hub_ap_K500,hub_top1_K500
P_1479,W_1478,12,6;599;1084;1160;1475;2388;2439;2807;3895;6277;7032;8322,6,0.01622948493959798,P_404245,0,6,0.01622948,P_347799,6,0.01622948,6,0.01622948,P_347799,1,2,0.04400726,P_347799,2,0.04400726,2,0.04400726,P_347799,1,3,0.03011837,P_347799,4,0.02317393,5,0.01900726,P_572974,1,3,0.03011837,P_347799,5,0.01900726,8,0.01275726,P_572974,1,7,0.01424536,P_347799,10,0.01067393,9,0.01159986,P_572974,1,12,0.00928504,P_347799,20,0.00650726,16,0.00754893,P_572974,1,19,0.00672656,P_347799,32,0.00494476,24,0.00581282,P_572974,1,20,0.00650726,P_347799,53,0.00391292,32,0.00494476,P_572974
P_148,W_148,12,3;6;21;23;140;173;519;523;792;1045;1367;8611,3,0.0927492051034345,P_104354,1,5,0.08163809,P_74839,5,0.08163809,4,0.08580476,P_74839,2,3,0.08348995,P_74839,3,0.08348995,6,0.07191587,P_439249,2,3,0.07687619,P_74839,3,0.07608254,7,0.06576508,P_439249,4,4,0.10385169,P_485570,4,0.11099455,3,0.1308816,P_439249,4,5,0.08549385,P_664717,5,0.08587783,4,0.10957064,P_439249,4,10,0.04560032,P_664717,16,0.04097095,8,0.06035421,P_439249,6,17,0.03300505,P_12784,36,0.02892531,13,0.04673203,P_12784,6,39,0.01642695,P_12784,100,0.01381612,32,0.02094462,P_12784
P_1481,W_1478,12,406;416;650;723;1299;1379;1822;2524;3105;3437;3745;4802,406,0.0036562087968198833,P_33612,0,406,0.00365621,P_57141,406,0.00365621,406,0.00365621,P_57141,0,406,0.00365621,P_70550,406,0.00365621,406,0.00365621,P_70550,0,406,0.00365621,P_96681,406,0.00365621,406,0.00365621,P_70550,0,406,0.00365621,P_96681,406,0.00365621,406,0.00365621,P_70550,0,406,0.00365621,P_96681,406,0.00365621,406,0.00365621,P_70550,0,406,0.00365621,P_96681,406,0.00365621,406,0.00365621,P_70550,0,406,0.00365621,P_492796,406,0.00365621,406,0.00365621,P_70550,2,112,0.00445312,P_492796,91,0.00468445,114,0.00444007,P_311051
P_148173,W_69970,12,5;18;25;27;51;157;177;198;302;558;1626;3555,5,0.07111084708262928,P_416080,1,1,0.13777751,P_69970,1,0.13777751,1,0.13777751,P_69970,1,1,0.13777751,P_69970,1,0.13777751,1,0.13777751,P_69970,2,1,0.18407381,P_69970,1,0.21185159,1,0.17018492,P_69970,4,1,0.23910908,P_69970,1,0.29506146,1,0.2533948,P_69970,4,1,0.21703116,P_69970,1,0.21612628,1,0.24545829,P_69970,5,1,0.29939153,P_87980,1,0.28887566,1,0.30534391,P_87980,8,1,0.37077026,P_87980,1,0.32076749,1,0.41632986,P_87980,9,1,0.42496712,P_87980,1,0.37354507,1,0.4562213,P_87980
P_148223,W_11657,12,43;46;53;59;152;254;319;395;468;989;1964;2241,43,0.02751212838198226,P_6694,0,43,0.02751213,P_631891,43,0.02751213,43,0.02751213,P_420798,0,43,0.02751213,P_573124,43,0.02751213,43,0.02751213,P_28726,0,43,0.02751213,P_573124,43,0.02751213,43,0.02751213,P_776045,0,43,0.02751213,P_573124,43,0.02751213,43,0.02751213,P_776045,2,1,0.1204358,P_277360,1,0.12909381,1,0.18861762,P_275601,4,1,0.11874515,P_277360,1,0.12127506,1,0.22354078,P_275601,5,1,0.11296826,P_277360,1,0.11147856,1,0.25520546,P_275601,9,1,0.20167183,P_277360,1,0.20120158,1,0.41732368,P_80779
P_148308,W_10065,12,25;29;37;58;105;180;316;324;383;2694;2725;9087,25,0.03494797211424568,P_38938,0,25,0.03494797,P_782950,25,0.03494797,25,0.03494797,P_103944,0,25,0.03494797,P_62084,25,0.03494797,25,0.03494797,P_62084,0,25,0.03494797,P_773693,25,0.03494797,25,0.03494797,P_773693,2,7,0.04534803,P_773693,5,0.05010994,3,0.05981813,P_773693,3,9,0.0531012,P_52663,7,0.05991337,4,0.06487286,P_773693,4,10,0.04198284,P_52663,12,0.04046384,4,0.05950714,P_773693,6,11,0.03711259,P_52663,19,0.03116487,5,0.04653128,P_773693,9,12,0.04418269,P_52663,13,0.03690409,6,0.064497,P_45176
P_148343,W_67609,12,1;2;24;56;109;136;568;1057;1734;3559;3952;5301,1,0.19327979385117275,P_67611,2,1,0.19327979,P_67611,1,0.19327979,1,0.19327979,P_67611,2,1,0.19327979,P_67611,1,0.19327979,1,0.19327979,P_67611,2,1,0.19327979,P_67611,1,0.19327979,1,0.19327979,P_67611,3,1,0.21411313,P_67611,1,0.21857741,1,0.19952979,P_67611,3,1,0.19756901,P_67611,1,0.19848813,1,0.19247851,P_67611,4,1,0.19189391,P_67611,1,0.1922002,1,0.18732741,P_67611,6,1,0.19844095,P_67611,1,0.19892556,1,0.18635852,P_67611,6,1,0.18502968,P_67611,1,0.15409399,1,0.17760824,P_67611
P_148486,W_67609,12,4;8;17;18;255;318;525;749;2464;3086;4159;6113,4,0.08105697946663323,P_590617,1,2,0.10189031,P_590617,2,0.10189031,2,0.10189031,P_590617,2,1,0.15605698,P_67613,1,0.15605698,1,0.15605698,P_67613,4,1,0.15050142,P_67613,1,0.14355698,1,0.15050142,P_67613,4,1,0.13185273,P_67613,1,0.12768606,1,0.13482892,P_67613,4,1,0.12106234,P_67613,1,0.11643271,1,0.12650753,P_67613,4,1,0.11312852,P_67613,1,0.10555136,1,0.11311636,P_67613,4,1,0.10715762,P_67613,1,0.09998678,1,0.10997251,P_67613,6,1,0.10488826,P_67613,1,0.09802453,1,0.11513949,P_67613
P_148487,W_13549,12,30;133;176;197;395;433;489;835;868;941;1185;1653,30,0.014472470219141218,P_85753,0,30,0.01447247,P_118603,30,0.01447247,30,0.01447247,P_118603,0,30,0.01447247,P_118603,30,0.01447247,30,0.01447247,P_118603,0,30,0.01447247,P_118603,30,0.01447247,30,0.01447247,P_118603,1,9,0.02095395,P_337222,7,0.02359945,5,0.02836136,P_337222,1,12,0.01863914,P_337222,10,0.02002803,8,0.02211136,P_337222,1,16,0.01690303,P_337222,15,0.01725025,10,0.02002803,P_337222,4,7,0.03104289,P_765411,3,0.04663954,4,0.04429134,P_765411,7,6,0.03015805,P_765411,4,0.036511,3,0.04919086,P_765411
P_1485,W_1478,12,2;5;7;9;12;18;112;379;957;1074;1205;1218,2,0.22036002296407606,P_46730,2,1,0.31202669,P_707521,1,0.31202669,1,0.31202669,P_38867,4,1,0.35964574,P_21053,1,0.37022775,1,0.37816426,P_21053,6,1,0.46248965,P_21053,1,0.46248965,1,0.48927537,P_21053,6,1,0.45177537,P_21053,1,0.44950264,1,0.47677537,P_21053,6,1,0.44240037,P_21053,1,0.43993326,1,0.46523691,P_35145,6,1,0.43497209,P_21053,1,0.43402174,1,0.45618713,P_35145,7,1,0.5099291,P_21053,1,0.48842027,1,0.52257713,P_35145,8,1,0.50758989,P_21053,1,0.46917127,1,0.51545211,P_35145
P_14857,W_1153,12,2;6;8;9;20;30;41;42;45;145;157;704,2,0.23500502846878266,P_77638,1,1,0.2766717,P_3879,1,0.2766717,1,0.2766717,P_3879,4,1,0.39489259,P_82900,1,0.39489259,1,0.43060688,P_1153,5,1,0.39598909,P_82900,1,0.3866254,1,0.46929736,P_1153,6,1,0.38477355,P_82900,1,0.37410436,1,0.46929736,P_1153,9,1,0.48933378,P_82900,1,0.48504019,1,0.64854194,P_1153,9,1,0.46089008,P_82900,1,0.4504949,1,0.62540088,P_1153,11,1,0.49027323,P_82900,1,0.46918107,1,0.70319065,P_1153,11,1,0.47011053,P_82900,1,0.42380796,1,0.67984506,P_1153
P_14871,W_4726,12,1;4;7;14;25;68;69;86;239;277;1067;1485,1,0.2324284677340949,P_182916,2,2,0.20465069,P_288371,2,0.20465069,1,0.27409513,P_182916,3,3,0.16298402,P_288371,2,0.17687291,1,0.32171418,P_6869,4,3,0.1388859,P_288371,3,0.13547681,1,0.35346021,P_6869,5,4,0.12480417,P_789134,6,0.11585128,1,0.42409513,P_6869,5,5,0.10399059,P_288371,9,0.08709211,1,0.42409513,P_6869,8,4,0.13054314,P_11842,2,0.13482634,1,0.6002716,P_6869,8,7,0.07072522,P_707306,10,0.05592238,1,0.56159179,P_788651,10,9,0.05645393,P_707306,23,0.04045076,1,0.63891364,P_788651
P_148743,W_67609,12,24;151;200;254;337;348;483;1065;1222;2371;3350;3583,24,0.013163144378337011,P_183461,0,24,0.01316314,P_116420,24,0.01316314,24,0.01316314,P_116420,0,24,0.01316314,P_116420,24,0.01316314,24,0.01316314,P_116420,0,24,0.01316314,P_116420,24,0.01316314,24,0.01316314,P_116420,1,3,0.0374687,P_412307,2,0.05135759,2,0.05135759,P_412307,1,4,0.03052426,P_404137,3,0.0374687,3,0.0374687,P_412307,1,4,0.03052426,P_404137,3,0.0374687,3,0.0374687,P_412307,3,5,0.03044983,P_404137,6,0.02912765,3,0.04989327,P_412307,7,1,0.14238062,P_67613,1,0.1278128,1,0.20294463,P_67613
P_148744,W_5515,12,61;70;86;92;133;189;225;466;685;728;913;1437,61,0.02401826967630376,P_186446,0,61,0.02401827,P_638422,61,0.02401827,61,0.02401827,P_638422,0,61,0.02401827,P_161248,61,0.02401827,61,0.02401827,P_161248,0,61,0.02401827,P_158810,61,0.02401827,61,0.02401827,P_158810,0,61,0.02401827,P_158810,61,0.02401827,61,0.02401827,P_158810,0,61,0.02401827,P_158810,61,0.02401827,61,0.02401827,P_158810,4,43,0.02521254,P_158810,40,0.02566626,48,0.02512946,P_158810,6,38,0.02320256,P_158810,29,0.02402175,44,0.02311279,P_158810,8,59,0.01443228,P_158810,66,0.01391925,68,0.01443762,P_158810
P_148747,W_40120,12,86;113;241;463;513;543;549;562;1148;1468;3714;9299,86,0.009758337075857687,P_21470,0,86,0.00975834,P_757282,86,0.00975834,86,0.00975834,P_757282,0,86,0.00975834,P_757282,86,0.00975834,86,0.00975834,P_757282,0,86,0.00975834,P_757282,86,0.00975834,86,0.00975834,P_757282,0,86,0.00975834,P_757282,86,0.00975834,86,0.00975834,P_757282,0,86,0.00975834,P_757282,86,0.00975834,86,0.00975834,P_757282,1,62,0.01013343,P_757282,57,0.01025133,13,0.0151996,P_757282,2,109,0.0089947,P_555544,108,0.00900177,24,0.01214165,P_757282,4,187,0.00798732,P_555544,176,0.00792088,37,0.01396445,P_105142
P_148754,W_44137,12,80;213;448;623;709;951;1127;1797;1862;2700;3677;6898,80,0.00602495370092898,P_619019,0,80,0.00602495,P_198631,80,0.00602495,80,0.00602495,P_198631,0,80,0.00602495,P_278600,80,0.00602495,80,0.00602495,P_278600,0,80,0.00602495,P_587585,80,0.00602495,80,0.00602495,P_587585,0,80,0.00602495,P_170936,80,0.00602495,80,0.00602495,P_587585,0,80,0.00602495,P_511792,80,0.00602495,80,0.00602495,P_511792,1,56,0.00647138,P_511792,52,0.00658585,19,0.00936925,P_412234,1,108,0.00575489,P_756521,107,0.0057621,26,0.00818842,P_412234,3,1,0.10645617,P_666740,1,0.1045293,1,0.17530945,P_666740
P_14877,W_594,12,2;78;82;100;134;158;265;472;568;849;1462;1809,2,0.06355498559782882,P_63888,1,1,0.10522165,P_649255,1,0.10522165,1,0.10522165,P_649255,1,1,0.10522165,P_649255,1,0.10522165,1,0.10522165,P_649255,1,1,0.10522165,P_649255,1,0.10522165,1,0.10522165,P_649255,1,1,0.10522165,P_649255,1,0.10522165,1,0.10522165,P_649255,1,1,0.10522165,P_649255,1,0.10522165,1,0.10522165,P_649255,4,1,0.33003612,P_649255,1,0.34670279,1,0.34670279,P_649255,6,1,0.45987322,P_649255,1,0.47376211,1,0.50709544,P_649255,8,1,0.58780715,P_649255,1,0.59817873,1,0.67014842,P_649255
P_148804,W_69970,12,13;134;207;520;584;810;1787;1847;3036;4394;5508;6027,13,0.012289956948940138,P_420083,0,13,0.01228996,P_420083,13,0.01228996,13,0.01228996,P_420083,0,13,0.01228996,P_420083,13,0.01228996,13,0.01228996,P_420083,1,6,0.01976859,P_153755,5,0.02254637,13,0.01228996,P_420083,1,10,0.01421303,P_153755,9,0.01513896,19,0.01026567,P_420083,1,19,0.01026567,P_737672,19,0.01026567,30,0.00865748,P_420083,1,33,0.00840495,P_62179,34,0.00833068,48,0.00761581,P_153755,2,53,0.00869581,P_62179,58,0.00845365,49,0.00829738,P_153755,3,129,0.00650331,P_789027,156,0.00624625,102,0.00620094,P_657520
P_148848,W_67609,12,31;200;541;1263;1542;1629;2017;2139;2625;4114;4546;4751,31,0.006325962719749619,P_29457,0,31,0.00632596,P_619732,31,0.00632596,31,0.00632596,P_619732,0,31,0.00632596,P_590320,31,0.00632596,31,0.00632596,P_590320,0,31,0.00632596,P_590320,31,0.00632596,31,0.00632596,P_746802,0,31,0.00632596,P_590320,31,0.00632596,31,0.00632596,P_746802,1,25,0.00697112,P_590320,23,0.00726098,9,0.01289705,P_307999,1,34,0.00608877,P_590320,35,0.00601874,12,0.01058224,P_307999,2,61,0.00550391,P_378732,69,0.0053896,20,0.00813663,P_307999,2,97,0.00438506,P_461513,126,0.00416611,29,0.00627754,P_307999
P_148855,W_67609,12,61;407;1172;1676;2651;3335;3585;6894;7142;7644;7789;7920,61,0.00321231387014758,P_782870,0,61,0.00321231,P_336923,61,0.00321231,61,0.00321231,P_673881,0,61,0.00321231,P_521404,61,0.00321231,61,0.00321231,P_504594,0,61,0.00321231,P_521404,61,0.00321231,61,0.00321231,P_504594,0,61,0.00321231,P_521404,61,0.00321231,61,0.00321231,P_504594,0,61,0.00321231,P_439098,61,0.00321231,61,0.00321231,P_379254,1,27,0.00493261,P_439098,24,0.00531842,44,0.00374013,P_379254,1,40,0.00392953,P_439098,41,0.00387871,63,0.00316894,P_307999,2,52,0.00340395,P_439098,71,0.00297751,95,0.00268262,P_307999
P_148858,W_42997,12,502;614;663;671;877;996;1524;1905;2161;2962;3952;4828,502,0.004088603251217646,P_358626,0,502,0.0040886,P_596477,502,0.0040886,502,0.0040886,P_358626,0,502,0.0040886,P_596477,502,0.0040886,502,0.0040886,P_358626,0,502,0.0040886,P_596477,502,0.0040886,502,0.0040886,P_358626,0,502,0.0040886,P_283262,502,0.0040886,502,0.0040886,P_358626,0,502,0.0040886,P_283262,502,0.0040886,502,0.0040886,P_205819,0,502,0.0040886,P_283262,502,0.0040886,502,0.0040886,P_307999,0,502,0.0040886,P_410192,502,0.0040886,502,0.0040886,P_410192,0,502,0.0040886,P_410192,502,0.0040886,502,0.0040886,P_410192
P_148894,W_4655,12,3;9;49;59;95;129;150;154;305;545;687;888,3,0.0799763799925559,P_292660,1,4,0.07303194,P_546584,4,0.07303194,4,0.07303194,P_292660,2,7,0.06641818,P_546584,7,0.06641818,7,0.06410336,P_292660,2,8,0.06261527,P_546584,8,0.05798564,11,0.05236695,P_292660,2,13,0.0519951,P_546584,14,0.04889172,16,0.04722175,P_292660,3,5,0.06323713,P_546584,2,0.08553207,16,0.0475959,P_194422,5,7,0.06402388,P_546584,4,0.07214544,20,0.04453436,P_379254,8,10,0.05095338,P_546584,9,0.04842205,26,0.03530604,P_273427,9,10,0.03869084,P_546584,15,0.02954567,33,0.02323859,P_273427
P_148940,W_5294,12,22;31;37;38;43;46;187;352;712;1067;1217;8236,22,0.052974779319863614,P_244158,0,22,0.05297478,P_75558,22,0.05297478,22,0.05297478,P_75558,0,22,0.05297478,P_368602,22,0.05297478,22,0.05297478,P_368602,0,22,0.05297478,P_368602,22,0.05297478,22,0.05297478,P_368602,1,12,0.05613134,P_368602,10,0.05752023,15,0.05474246,P_368602,6,1,0.15220539,P_201942,1,0.16091999,1,0.16141602,P_201942,6,1,0.12829631,P_201942,1,0.12556653,1,0.13664252,P_201942,7,1,0.11552797,P_201942,1,0.1116007,1,0.12864618,P_201942,8,1,0.10329438,P_201942,2,0.05850136,1,0.11497743,P_201942
P_148989,W_12317,12,939;1193;1757;2147;2191;2244;2413;3566;3606;3942;4705;6862,939,0.0021276229587900383,P_605775,0,939,0.00212762,P_531258,939,0.00212762,939,0.00212762,P_531258,0,939,0.00212762,P_221869,939,0.00212762,939,0.00212762,P_524883,0,939,0.00212762,P_221869,939,0.00212762,939,0.00212762,P_221869,0,939,0.00212762,P_221869,939,0.00212762,939,0.00212762,P_221869,0,939,0.00212762,P_439098,939,0.00212762,939,0.00212762,P_439098,0,939,0.00212762,P_439098,939,0.00212762,939,0.00212762,P_657197,0,939,0.00212762,P_166621,939,0.00212762,939,0.00212762,P_264785,0,939,0.00212762,P_166621,939,0.00212762,939,0.00212762,P_264785
P_149024,W_8202,12,3;16;23;40;62;66;264;265;329;521;2648;6535,3,0.0807971687313407,P_559488,1,1,0.13635272,P_578630,1,0.13635272,1,0.13635272,P_578630,1,1,0.13635272,P_578630,3,0.08079717,1,0.13635272,P_578630,2,1,0.20926939,P_66054,1,0.16760272,1,0.20926939,P_66054,3,1,0.28173316,P_108150,1,0.24839983,1,0.28173316,P_108150,4,1,0.34006649,P_446469,1,0.31506649,1,0.35673316,P_108150,6,1,0.42703293,P_446469,1,0.40493697,1,0.44750944,P_438646,6,1,0.40377956,P_446469,1,0.37345771,1,0.4257703,P_438646,9,1,0.4216384,P_446469,1,0.4126177,1,0.50507271,P_438646
P_149044,W_4267,12,2;3;4;12;13;19;39;69;75;163;457;1072,2,0.2885373176463667,P_187984,3,1,0.3788151,P_32249,1,0.3788151,1,0.3788151,P_4267,3,2,0.28853732,P_337075,2,0.28853732,1,0.3788151,P_4267,6,2,0.27272304,P_337075,3,0.23661193,1,0.50794802,P_4267,6,2,0.22084213,P_337075,5,0.17311093,1,0.49108294,P_4267,7,2,0.21883339,P_337075,6,0.14523815,1,0.46035187,P_4267,9,2,0.19562606,P_337075,7,0.10897049,1,0.53086899,P_4267,10,3,0.14367954,P_337075,13,0.07102576,1,0.44740562,P_4267,11,5,0.08614223,P_337075,25,0.03617276,1,0.39028225,P_4267
P_149188,W_5958,12,144;203;755;1015;5692;5961;6643;7437;7446;8276;10242;11376,144,0.0027726122265836588,P_142727,0,144,0.00277261,P_142727,144,0.00277261,144,0.00277261,P_23455,0,144,0.00277261,P_142727,144,0.00277261,144,0.00277261,P_410043,0,144,0.00277261,P_304892,144,0.00277261,144,0.00277261,P_304892,0,144,0.00277261,P_304892,144,0.00277261,144,0.00277261,P_765144,0,144,0.00277261,P_444501,144,0.00277261,144,0.00277261,P_765144,0,144,0.00277261,P_750867,144,0.00277261,144,0.00277261,P_166086,1,7,0.01409867,P_750867,5,0.01886058,1,0.08552724,P_382512,2,9,0.02104882,P_750867,8,0.02567845,1,0.16803956,P_478643
P_149191,W_46288,12,5;13;21;23;54;81;158;169;202;323;2669;4125,5,0.08428906457334555,P_183395,1,1,0.15095573,P_51983,1,0.15095573,1,0.15095573,P_51983,1,1,0.15095573,P_51983,1,0.15095573,1,0.15095573,P_51983,2,1,0.22146855,P_51983,1,0.22146855,1,0.22146855,P_51983,4,1,0.3617377,P_51983,1,0.3617377,1,0.3617377,P_51983,4,1,0.3617377,P_51983,1,0.3617377,1,0.3617377,P_51983,6,1,0.46689643,P_51983,1,0.47284881,1,0.51451548,P_51983,8,1,0.52586876,P_51983,1,0.54050446,1,0.5955884,P_51983,10,1,0.70295913,P_51983,1,0.68893681,1,0.75385385,P_46288
P_149229,W_42488,12,26;55;116;140;180;215;431;542;552;748;2031;4480,26,0.021142735683973724,P_347393,0,26,0.02114274,P_148989,26,0.02114274,26,0.02114274,P_148989,0,26,0.02114274,P_148989,26,0.02114274,26,0.02114274,P_148989,0,26,0.02114274,P_148989,26,0.02114274,26,0.02114274,P_148989,1,5,0.03460427,P_148989,3,0.04571539,4,0.03877094,P_148989,1,6,0.0318265,P_148989,4,0.03877094,6,0.0318265,P_148989,2,11,0.02664973,P_148989,10,0.02751414,11,0.0276914,P_148989,5,15,0.03173379,P_162352,22,0.03092982,19,0.03914249,P_148989,7,20,0.02968683,P_162352,37,0.02639326,27,0.03181326,P_148989
P_149230,W_67609,12,80;194;266;672;700;785;789;983;1159;1287;1491;3397,80,0.008190151350504299,P_492072,0,80,0.00819015,P_92928,80,0.00819015,80,0.00819015,P_125339,0,80,0.00819015,P_125339,80,0.00819015,80,0.00819015,P_432683,0,80,0.00819015,P_125339,80,0.00819015,80,0.00819015,P_432683,0,80,0.00819015,P_516735,80,0.00819015,80,0.00819015,P_273427,0,80,0.00819015,P_516735,80,0.00819015,80,0.00819015,P_273427,1,41,0.00918101,P_516735,33,0.00967374,35,0.00952944,P_273427,2,61,0.01007096,P_516735,51,0.01100978,42,0.01147863,P_273427,3,80,0.0101124,P_516735,69,0.01007265,51,0.01334715,P_273427
P_149275,W_115692,12,718;1183;3818;4056;4466;5164;6117;6673;7321;8097;8356;8498,718,0.0012227395490387255,P_526874,0,718,0.00122274,P_146257,718,0.00122274,718,0.00122274,P_146257,0,718,0.00122274,P_167560,718,0.00122274,718,0.00122274,P_167560,0,718,0.00122274,P_167560,718,0.00122274,718,0.00122274,P_167560,0,718,0.00122274,P_768496,718,0.00122274,718,0.00122274,P_167560,0,718,0.00122274,P_178922,718,0.00122274,718,0.00122274,P_178922,0,718,0.00122274,P_178922,718,0.00122274,718,0.00122274,P_178922,0,718,0.00122274,P_146437,718,0.00122274,718,0.00122274,P_178922,0,718,0.00122274,P_186784,718,0.00122274,718,0.00122274,P_20226
P_149282,W_1616,12,11;18;53;55;72;73;88;115;200;222;745;2436,11,0.06181953330217264,P_552762,0,11,0.06181953,P_552762,11,0.06181953,11,0.06181953,P_138727,0,11,0.06181953,P_114486,11,0.06181953,11,0.06181953,P_138727,2,14,0.05927023,P_114486,15,0.05887341,6,0.06720674,P_107684,2,18,0.0551697,P_114486,19,0.05492604,6,0.06442896,P_295879,2,29,0.05119141,P_114486,32,0.05092202,6,0.06220674,P_295879,7,1,0.17759195,P_164095,1,0.23702177,1,0.30229955,P_164095,9,1,0.16834973,P_164095,1,0.14743908,1,0.24233267,P_164095,10,1,0.13252269,P_164095,2,0.07508887,1,0.22358201,P_164095
P_149391,W_3260,12,22;36;54;150;231;408;466;628;743;3229;4411;5141,22,0.022281789249523315,P_61353,0,22,0.02228179,P_212976,22,0.02228179,22,0.02228179,P_212976,0,22,0.02228179,P_212976,22,0.02228179,22,0.02228179,P_212976,0,22,0.02228179,P_212976,22,0.02228179,22,0.02228179,P_212976,1,5,0.03516058,P_212976,5,0.03516058,5,0.03516058,P_212976,2,7,0.03370555,P_546584,8,0.03305288,10,0.02977337,P_546584,3,17,0.02834332,P_546584,17,0.02648503,23,0.02407579,P_546584,4,3,0.05148775,P_546584,3,0.04766889,1,0.10096697,P_795095,7,4,0.03638669,P_546584,5,0.02922996,1,0.09594476,P_795095
P_149448,W_4267,12,141;306;593;744;767;952;1613;1643;1967;2195;3427;3586,141,0.00514843960810751,P_548959,0,141,0.00514844,P_548959,141,0.00514844,141,0.00514844,P_548959,0,141,0.00514844,P_548959,141,0.00514844,141,0.00514844,P_548959,0,141,0.00514844,P_548959,141,0.00514844,141,0.00514844,P_548959,0,141,0.00514844,P_548959,141,0.00514844,141,0.00514844,P_548959,0,141,0.00514844,P_245404,141,0.00514844,141,0.00514844,P_461510,0,141,0.00514844,P_245404,141,0.00514844,141,0.00514844,P_461510,1,187,0.00500306,P_245404,187,0.00500306,187,0.00500306,P_461510,2,357,0.00464779,P_548959,354,0.00464311,354,0.0046527,P_461510
P_1495,W_662,12,7;11;21;90;181;675;881;3873;4564;4653;5259;5284,7,0.04724874780685939,P_321797,0,7,0.04724875,P_67360,7,0.04724875,7,0.04724875,P_119683,1,1,0.11867732,P_514506,1,0.11867732,1,0.11867732,P_514506,2,1,0.18685914,P_514506,1,0.18685914,1,0.18685914,P_514506,3,1,0.25828771,P_177753,1,0.25828771,1,0.23745438,P_514506,3,1,0.25828771,P_177753,1,0.25828771,1,0.23745438,P_514506,4,1,0.33791734,P_177753,1,0.33791734,1,0.32125067,P_514506,5,1,0.41894865,P_177753,1,0.41894865,1,0.38839309,P_514506,5,1,0.41894865,P_177753,1,0.41894865,1,0.40505976,P_514506
P_149570,W_1153,12,6;7;11;12;15;17;19;27;62;141;262;481,6,0.2243707875903326,P_30149,0,6,0.22437079,P_30149,6,0.22437079,6,0.22437079,P_30149,2,1,0.35333904,P_1153,1,0.35333904,1,0.35333904,P_1153,7,1,0.59314782,P_1153,1,0.59688714,1,0.60928793,P_1153,8,1,0.63353837,P_1153,1,0.63571702,1,0.68099208,P_1153,8,1,0.62824737,P_1153,1,0.61738499,1,0.69025134,P_1153,9,1,0.62934744,P_1153,1,0.61786928,1,0.7614879,P_1153,10,1,0.61749288,P_1153,1,0.59218387,1,0.82502217,P_1153,12,1,0.59750796,P_1153,1,0.54584092,1,0.82706358,P_1153
P_14958,W_9092,12,4;38;78;136;184;201;232;267;488;726;989;1091,4,0.04516688824034005,P_411341,1,1,0.10766689,P_197511,1,0.10766689,1,0.10766689,P_197511,1,1,0.10766689,P_197511,1,0.10766689,1,0.10766689,P_197511,1,1,0.10766689,P_197511,1,0.10766689,1,0.10766689,P_197511,1,1,0.10766689,P_197511,1,0.10766689,1,0.10766689,P_197511,2,1,0.15883648,P_197511,1,0.15883648,1,0.18661426,P_197511,3,1,0.24590913,P_197511,1,0.24590913,1,0.26674246,P_464776,5,1,0.34089604,P_197511,1,0.3981381,1,0.36172937,P_464776,9,1,0.43484744,P_197511,1,0.44364765,1,0.41924203,P_464776
P_149614,W_13873,12,539;791;1729;2038;2320;2401;2503;2559;2847;3037;3201;6352,539,0.0025365070670088055,P_283017,0,539,0.00253651,P_561150,539,0.00253651,539,0.00253651,P_561150,0,539,0.00253651,P_761973,539,0.00253651,539,0.00253651,P_199359,0,539,0.00253651,P_141458,539,0.00253651,539,0.00253651,P_141458,0,539,0.00253651,P_254873,539,0.00253651,539,0.00253651,P_141458,0,539,0.00253651,P_774304,539,0.00253651,539,0.00253651,P_141458,0,539,0.00253651,P_774304,539,0.00253651,539,0.00253651,P_774304,0,539,0.00253651,P_774304,539,0.00253651,539,0.00253651,P_774304,0,539,0.00253651,P_774304,539,0.00253651,539,0.00253651,P_774304
